"sim","Field Operations","Heavy Operations","Office/Admin","Technical"
9459,528164.34,434933.2,61297.62,513773.27
9460,574851.66,506777.43,25792.49,516104.12
9461,395414.33,530131,49384.28,524362.5
9462,483416.83,509665.36,32246.37,633281.06
9463,468137.98,545915.57,24806.94,605315.12
9464,479922.61,452904.68,51785.67,419779.38
9465,409437.76,349384.68,41933.93,448164.62
9466,542793.9,477128.12,108160.19,364284.39
9467,475959.56,501209.45,44237.09,508371.56
9468,499995.66,713967.36,28812.5,576404.41
9469,393538.61,544186.87,50750.54,456066.84
9470,461241.62,464777.75,49680.85,408395.31
9471,432327.81,476637.65,21525.9,498576.48
9472,498786.95,368972.02,33698.02,457486.43
9473,530347.86,373314.82,40597.41,402197.9
9474,375158.44,485820.87,43166.28,550233.44
9475,432687.93,476372.98,60838.93,590121.67
9476,391541.23,380934.9,41436.02,473704.33
9477,556112.85,514480.27,38840.23,356726.8
9478,410617.5,553024.12,13714.81,351467.3
9479,376189,386032.32,46567.38,393041.45
9480,523372.03,434654.12,36422.81,530698.47
9481,462550,448787.12,41602.91,541413.74
9482,474983.58,399688.7,40208.59,395670.32
9483,389494.41,422375.13,70758.46,705852.18
9484,333521.38,480743.11,50772.38,386184.04
9485,415213.19,425452.5,25782.52,568017.69
9486,413942.95,492298.42,37182.96,496570
9487,521701.06,418596.28,25941.79,410852.6
9488,419344.86,456635.83,32117.77,411705.77
9489,412227.22,410931.76,30299.69,607424.35
9490,347006.08,543890.72,33349.99,314580.75
9491,354605.56,467165.31,28257.47,505843.58
9492,495921.17,425332.96,135191.75,527051.91
9493,356803.24,389667.65,32417.78,371893.46
9494,401401.17,380053.39,51110.14,374298.33
9495,583074.97,356197.05,32273.67,502486.77
9496,458435.04,394440.17,16855.91,449139.51
9497,435809.01,442358.32,128968.44,396560.4
9498,414185.38,377665.83,37715.18,482457.68
9499,358914,333269.27,37883.5,401973.21
9500,438120.3,494550.46,11188.2,437963.12
9501,349155.27,423017.35,27840.91,426282.41
9502,305334.55,497041.07,38171.33,477403.16
9503,399164.95,508396.87,49682.43,413072.73
9504,533664.68,366382,40955.79,547596.84
9505,468591.06,420861.56,25387.85,467378.65
9506,437318.33,382998.46,87560.49,353809.74
9507,391663.49,462565.14,29621.04,518340.65
9508,443350.02,505645.41,146413.57,539027.99
9509,396710.14,436967.15,39313.61,450763.26
9510,444956.42,385218.55,41579.39,553550.64
9511,419433,547318.93,34065.76,518780.12
9512,379492.3,434565.77,75279.21,515456.26
9513,442787.22,508592.12,71603.8,422503.95
9514,391845.6,585386.77,29251.93,474595.23
9515,433561.34,480100.93,75744.84,318896.75
9516,428909.28,535128.34,21567.65,359837.54
9517,424704.98,502799.54,46144.03,444920.91
9518,560244.55,396660.69,29689.41,419436.22
9519,415348.58,450898.5,29801.27,399662.22
9520,474303.4,559449.54,117735.15,470520.35
9521,591603.98,498971.41,42354,355226.17
9522,627291.69,492239.68,170710.44,474064.96
9523,409731.96,340908.33,35893.98,388384.44
9524,559396.37,437518.05,42348.45,360934.18
9525,417384.19,461807.71,27464.17,384194.52
9526,516137.6,435343.52,21745.51,407287.68
9527,413860.88,458039.81,28730.06,389302.69
9528,486162.43,594817.4,62284.78,339889.79
9529,437908.06,432519.28,84946.86,403571.47
9530,396519.88,583168.4,20252.33,401454.35
9531,449612.89,444558.13,28946.72,436265.47
9532,400871.91,520162.64,84644.12,527332.35
9533,515289.02,577975.54,43934.32,434186.01
9534,346536.11,514714.57,39786.49,350885.83
9535,419464.68,349246.38,22466.83,421089.21
9536,366554.52,374158.06,85325.45,436914.44
9537,467863.66,624002.36,106398.49,425210.07
9538,346022.04,406093.97,57236.33,518525.42
9539,374811.77,368703.44,23261.65,541354.22
9540,370401.27,406564.79,46151.89,362910.51
9541,410396.32,510171.6,60125.82,382450.05
9542,479841.39,424844.19,102762.09,384855.3
9543,435638.68,387691.26,27335.83,529102.22
9544,589460.86,409165.69,33224.06,645922.89
9545,435125.46,446894.26,31495.81,423807.93
9546,504523.94,615013.81,71961.81,502188.86
9547,417234.51,534451.05,36707.04,543677.27
9548,567585.43,426717.13,22774.11,557470.42
9549,532118.05,502931.73,36099.58,444398.68
9550,423938.67,477564.85,40455.62,330917.22
9551,471887.31,556527.52,35914.11,506237.65
9552,603607.87,596346.95,9859.39,424934.76
9553,387661.64,492992.56,29106.74,494811.68
9554,447853.86,504026.28,48974.96,428907.39
9555,374702.55,445887.86,35215.04,441523.38
9556,558303.46,462146.93,34421,440698.68
9557,493259.7,515879.37,54977.7,542888.31
9558,383950.95,481669.65,170681.31,433347.18
9559,395318.23,435342.97,35432.96,458684.5
9560,446612.62,554431.86,29146.16,327732.96
9561,476540.5,397628.61,42364.59,305696.87
9562,380759.32,453853.15,37431.14,394787.56
9563,399550.65,552585.33,44071.25,395935.23
9564,487703.06,463629.17,27873.4,363991.03
9565,533803.1,464064.71,46865.51,388722.72
9566,406369.22,437207.2,51476.47,563484.1
9567,363067.51,478066.41,25062.4,507167.18
9568,427080.34,370724.99,67647.64,544098.34
9569,519754.69,508128.23,58097.89,631144.49
9570,376053.01,509184.71,43470.29,372631.45
9571,500762.51,519229.65,39817.36,620371.95
9572,375540.82,464289.15,55377.88,391893.66
9573,394773.48,407657.91,26417.89,426656.57
9574,422494.51,590627.54,48811.65,664523.81
9575,407418.44,468463.28,21598.59,512095.68
9576,456066.62,428652.89,37708.96,586418.02
9577,398627.43,401216.2,65028.38,378439.51
9578,467728.78,437181.85,96491.74,428643.43
9579,388903.47,419164.68,71906.66,390737.57
9580,464911.57,352313.02,68032.25,384168.96
9581,363633.66,430175.03,26169.5,454334.34
9582,427834.93,418574.28,27429.18,508439.39
9583,411359.04,433751.31,34884.24,407462.76
9584,449549,432064.73,40615.27,395897.72
9585,427661.44,490476.18,45703.5,397136.75
9586,435867.21,378289.34,41584.53,280009.61
9587,403254.38,547048.29,29755.31,530560.03
9588,418685.95,521375.26,54020.68,423897.9
9589,382308.79,426489.63,25317.86,428472.32
9590,503147.1,522848.81,32202.13,525311.29
9591,399039.27,469297.58,52306.16,490393.35
9592,446665.79,467634.63,50356.49,541207.22
9593,358083.54,370444.53,96630.93,389834.76
9594,410979.79,526912.72,47889.07,531816.15
9595,460734.84,424142.77,34456.09,501361.73
9596,388757.68,341528.94,34571.19,369176.64
9597,364228.89,454405.31,33271.89,515740.46
9598,501716.09,441351.51,38995.6,403576.86
9599,469640.09,405554.99,45078.12,524434.66
9600,412584.31,453117.56,39091.6,372972.66
9601,591977.77,521728.34,32837.36,408400.2
9602,469437,461810.45,32544.99,420682.26
9603,387499.94,477603.08,44957.1,270127.98
9604,388926.13,377855.32,21878.06,536664.58
9605,378488.28,400642.32,37068.75,479436.3
9606,439469.96,638659.64,18440.82,444938.36
9607,453367.87,432872.21,30258.25,421313.88
9608,505617.63,309270.25,26804.69,668646.14
9609,445260.97,353472.87,47692.55,436618
9610,306473.9,410514.97,50277.43,350205.57
9611,417995.38,398923.64,26027.72,604187.02
9612,455107.78,560888.76,36010.64,432092.48
9613,505125.22,528208.59,47923.03,474222.8
9614,402424.41,361245.47,36917.33,405056.59
9615,344174.7,368854.71,58891.55,437152.45
9616,363178.62,488476.1,56733.99,536079.96
9617,325683.08,477590.84,34679.52,405574.55
9618,378668.88,413702.38,40479.3,366962.68
9619,581555.65,451491.84,52077.75,486975
9620,376168.06,428578.44,36773.97,420228.08
9621,352988.55,489391.84,86199.49,319309.63
9622,530464.14,422297.23,35611.44,406693.51
9623,460281.98,396354.57,29588.5,332006.01
9624,411223.64,412921.03,30875.3,414692.08
9625,453961.89,529471.54,47285.73,370747.02
9626,469226.87,475976.97,22414.34,486457.45
9627,351648.05,421958.3,41858.08,307816.53
9628,500799.97,517559.52,52174.09,392249
9629,448205.34,531723.58,39380.82,580279.06
9630,407275.07,554616.31,38439.98,527153.12
9631,434948.41,575497.06,14503.68,379947.9
9632,461517.6,421074.1,63842.25,629026.77
9633,484669.54,375131.01,30790.41,401797.92
9634,512300.99,481913.85,57221.17,405899.36
9635,402312.34,474674.48,70900.18,428903.85
9636,532786.56,437233.34,29224.48,415363.94
9637,365110.05,475981.99,44866.09,346395.42
9638,505840.26,519978.46,10987.08,459371.8
9639,418124.51,626525.72,42620.15,382077.17
9640,489936.12,442630.38,66765.94,444033.77
9641,449411.88,549896.01,33876.85,466395.32
9642,444162.52,547815.51,59679.88,466441.78
9643,558844.48,457965.59,46000.03,403604
9644,371331.94,456384.52,82076.5,339172.42
9645,428140.42,536828.63,35644.35,482048.64
9646,390206.66,401176.29,102874.1,433520.32
9647,333123.63,363876.89,23673.56,521935.44
9648,437271.21,428902.37,44340.84,484794.62
9649,414782.62,547886.08,50946.15,427692.77
9650,386004.59,360564.01,133019.61,445095.01
9651,446707.63,501244.02,33467.3,373197.81
9652,419965.48,494244.28,81592.74,523702.36
9653,371412.01,462550.21,40502.38,491342.71
9654,452119.35,502751.35,31287.57,494500.37
9655,439313.82,506209.23,32638.77,439134.3
9656,474968.02,339558.32,24606.41,414816.66
9657,514063.65,328815.75,33726.42,430271.42
9658,416493.04,406591.12,22310.21,453657.83
9659,392580.53,434412.96,63091.88,533606.8
9660,481977.57,423034.13,84292.24,467424.74
9661,422067.86,434123.61,18897.38,499880.81
9662,429848.42,435163.29,28620.22,494975.09
9663,400718.4,362871.22,40917.01,419608.02
9664,467333.79,465533.87,45270.57,478538.38
9665,537926.14,539729.33,32743.82,500104.29
9666,372617.08,525391.84,35321.13,620558.01
9667,478902.64,445071.62,50714.96,370971.8
9668,404057.08,410105.96,32233.92,355293.47
9669,354104.21,437093.09,52561.19,503889.81
9670,439527.22,368152.9,10771.67,445486.94
9671,473534.6,537939.98,63134.33,391955.59
9672,505015.3,473395.59,60820.53,363028.58
9673,388669.29,541985.41,38416.84,517135.63
9674,363043.88,582694.32,42154.08,568594.41
9675,405695.29,394144.66,132658.53,434576.06
9676,405892.79,425713.36,14768.72,418501.14
9677,357442.6,377402.47,43159.48,518375.6
9678,399188.91,448284.86,70151.8,396366.39
9679,411774.31,353776.51,49818.35,330239.41
9680,399071.08,448911.16,23086.96,566930.48
9681,599089.32,365130.56,21959.57,552598.93
9682,405798.43,421951.89,60604.68,358876.76
9683,365016.83,416929.71,36199.67,419777.16
9684,462357.12,539695.81,41111.01,299755.31
9685,405946.79,461847.63,16609.2,547054.48
9686,505796.7,515179.98,88785.63,361392.07
9687,396000.19,413728.88,55480.65,389437.63
9688,418509.57,595056.32,56469.09,437774.08
9689,436691.44,521610.2,98394.44,488717.37
9690,339160.34,469909.88,38980.41,340034.95
9691,428100.83,398439,48539.45,642472.56
9692,543143.74,367241.41,30584.3,458567.84
9693,611199.08,455357.53,55444.46,376672.75
9694,429160.2,387006.39,36158.21,402956.56
9695,439382.34,490831.42,50126.79,419737.13
9696,384011.23,468531.84,22383.02,302854.61
9697,392314.48,582228.07,48738.21,589139.94
9698,385711.8,480853.38,94374.7,344313.02
9699,343765.69,481569.81,36450.24,541484.6
9700,380711.84,469113.71,65154.5,420028.36
9701,434555.22,605178.1,101702.8,454837.4
9702,379505.02,521909.65,17649.55,355115.67
9703,441943.86,442156.95,21012.77,394337.79
9704,439993.7,532636.89,70181.29,470623.4
9705,404388.85,519566.83,30321.11,551303.37
9706,354682.65,431462.68,28531.12,408257.25
9707,420385.47,481791.32,27701.19,361535.43
9708,387683.74,409862.59,35667.33,343830.6
9709,381670.54,567433.91,35347.41,413462.16
9710,442211.69,552816.81,68413.81,565966.35
9711,351361.61,515691.04,9885.5,402014.55
9712,591039.42,496143.61,35379.17,519711.63
9713,466204.28,399082.17,25810.32,345705.85
9714,376774.52,475900.49,32806.78,505308.98
9715,385918.83,529045.37,39620.3,460631.8
9716,506098.74,388930.24,43653.33,525139.5
9717,407877.8,519361.76,22692.42,351329.59
9718,479508.54,503015.62,41950.91,358418.67
9719,429414.31,454322.43,45938.5,405386.76
9720,337493.67,354093.55,41370.53,439951.99
9721,481518.42,425798.01,122222.81,404138.64
9722,397683.52,452725.03,35746.01,410512.85
9723,368102.21,569948.01,54445.84,339761.36
9724,431851.53,447097.58,39440.85,502326.21
9725,441245.19,405042.97,52204.86,363480.85
9726,343325.32,422664.52,36837.83,547840.21
9727,355490.99,470670.1,42911.87,387625.62
9728,383181.39,390651.38,69841.92,520466.18
9729,499708.75,602981.35,42632.85,728350.6
9730,411074.3,450470.59,16127.96,449519.45
9731,490583.93,603203.02,46825.46,340340.62
9732,525814.93,437281.48,32120.58,406034.26
9733,306570.67,399866.17,36542.55,384911.27
9734,348814.12,490082.7,35043.11,405617.43
9735,434726.87,480246.02,30121.39,422503.31
9736,433946.99,388485.51,63192.78,525893.67
9737,553018.64,355938.49,41101.75,389850.56
9738,461646.13,457739.77,31993.12,621569.91
9739,362799.36,546683.88,35648.31,608897.5
9740,555865.86,409665.16,29696.45,462813.18
9741,425359.67,489809.58,31754.86,356099.9
9742,302247.1,407147.1,51433.55,561572.29
9743,543781.63,484668.76,53209.55,428023.35
9744,419575.62,370683.04,24888.24,451320.81
9745,455019.11,427121.61,56282.16,520530.78
9746,455136.49,415307.93,46105.88,454578.49
9747,367855.06,431927.58,43784.81,543633.7
9748,474278.97,455096.96,51518.25,452027.59
9749,598652.37,418190.01,79783.97,565613.37
9750,389418.65,451578.39,52221.56,556609.66
9751,455721.13,429189.53,60545.55,452891.48
9752,667562.66,401267.44,36228.65,496372.93
9753,456335.47,545850.99,33177.68,352033.92
9754,330731.1,412968.24,141060.59,448594.02
9755,474805.72,456022.31,23742.11,437308.44
9756,471854.9,482879.23,49341.13,447285.54
9757,371158.64,506399.04,35079.82,499994.05
9758,395049.08,519426.25,49836.89,512914.75
9759,379237.35,458486.52,68748.64,461121.89
9760,379091.96,436093.03,47668.24,505248.8
9761,448968.34,526012.97,103564.01,387576.26
9762,424531.83,358201.06,38659.65,451979.8
9763,581156,516871.65,63930.05,389940.47
9764,445061,571982.61,33479.24,580569.76
9765,398774.14,370310.1,38798.42,423935.55
9766,488110.03,506045.81,20992.18,405808.03
9767,451386.82,411222.76,46386.22,608261.21
9768,424656.65,566721.31,52782.45,447197.9
9769,323004.22,362909.01,138977.9,534206.77
9770,474457.48,437887,57280.12,397681.73
9771,494704.23,398791.47,23788.1,476878.49
9772,393326.22,520574.55,21403.67,410130.54
9773,529892.84,525996.95,134878.87,292653.51
9774,438966.32,429040.98,43978.77,347965.57
9775,387760.53,435871.76,53118.94,549378.84
9776,555442.82,491595.15,20759.37,398773.61
9777,447076.68,559490.95,35857.53,498893.58
9778,499819.76,456887.36,42732.12,571988.53
9779,440581.76,514918.37,33094.65,412098.62
9780,476941.22,485699.76,27637.35,326617.07
9781,456686.85,498034.57,86333.27,395263.47
9782,522504.85,426793.63,34006.22,447208.22
9783,408611.05,460012.55,33656.7,386978.01
9784,392412.02,458236.68,46010.48,377038.8
9785,574544.84,367152.68,44796.17,507879.19
9786,416323.84,499726.23,41167.81,412796.8
9787,506630.72,357905.42,46301.53,499484.64
9788,396651.91,457903.74,34171.29,620384.06
9789,467459.41,391035.81,41294.74,359453.22
9790,453163.91,470904.49,22752.56,528140.2
9791,454633.39,513540.4,37128.29,409860.37
9792,436053.79,389375.69,41326.35,394670.04
9793,423841.62,449562.28,58617.92,470672.12
9794,392539.32,371028.05,112672.95,374664.29
9795,466014.86,534194.37,25340.97,510167.3
9796,521388.1,402972.09,45188.86,408704.34
9797,409418.97,551621.03,50971.5,390959.68
9798,433510.18,435462.83,41053.14,403063.17
9799,336802.72,409200.1,27107,355824.99
9800,405147.67,487491.04,64739.38,562990.55
9801,425590.9,493475.11,42666.63,531589.31
9802,373419.75,525438.95,48747.78,457610.08
9803,505076.91,389865.24,34493.91,483417.87
9804,454736.04,545556.08,36505.56,505089.09
9805,451563.76,529120.08,54335.12,402970.78
9806,613941.17,557981.39,48011.2,342736.19
9807,452814.31,471295.97,75200.56,386619.45
9808,371851.09,337654.41,107041.42,353224.92
9809,496108.13,412994.82,46835.83,417986.47
9810,436185.63,425712.95,48688.69,504089.33
9811,401680.93,502140.41,30046.4,389079.02
9812,315972.65,460595.81,44750.77,542903.14
9813,363216.58,538789.03,55979.01,444161.58
9814,567357.84,519968.67,53109.97,373211.45
9815,432424.21,518915.72,36943.78,556954.43
9816,500379.97,476078.8,47406.2,518984.79
9817,485836.78,549704.86,59173.9,374379
9818,356754.6,564111.84,75612.32,498653.21
9819,522612.81,353527.07,40944.13,413321.63
9820,354152,466595.18,47347.69,371763.97
9821,512181.02,457040.07,23933.57,542724.92
9822,540355.23,499441.66,15056.58,348223.24
9823,485771.39,512332.99,74321.09,480813.69
9824,513615.4,400121.46,16760.79,393004.41
9825,523710.24,456226.4,49521.14,367979.01
9826,423361.42,462267.41,55339.2,315915.43
9827,432076.92,364077.07,56287.11,372383.1
9828,381378.98,546075.85,29302.22,417546.66
9829,480167.43,465193.28,33395.07,361809.76
9830,368965.96,388089.72,99639.93,391767.8
9831,320949.32,448495.57,61440.76,393208.95
9832,507237.2,420108.47,36160.17,587825.68
9833,387219.71,347095.49,133497.31,371623.22
9834,332450.51,442810.52,41377.32,493155.34
9835,365544.56,443151.26,30832.99,454368.29
9836,419621.37,368247.45,43543.3,567125.03
9837,399035.13,406360.58,61431.21,552814.76
9838,579934.22,524946.94,27841.06,540313.56
9839,393940.13,427312.58,47695.15,382249.39
9840,396118.28,469847.92,170558.43,632040.46
9841,516436.36,589731.37,34700.36,657128.92
9842,480679.99,580131.92,33561.05,434310.33
9843,477093.76,585042.65,41696.13,336562.43
9844,609012.99,602046.43,17511.16,401077.16
9845,450668.9,413884.32,34478.74,302711.11
9846,443806.98,394585.17,43383.18,389640.04
9847,369957.5,459285.81,60235.97,599450.28
9848,373696.22,398295.96,19920.38,459354.03
9849,363897.58,541294.99,78842.7,525912.67
9850,485515.97,587550.41,26979.37,558893.52
9851,360848.2,560935.63,39572.33,407641.68
9852,358906.92,392208.94,21437.61,569791.57
9853,335915.19,534185.42,44970.03,449399.93
9854,502423.29,548906.03,46600.23,561756.62
9855,452110.5,537650.54,44382.35,406384.27
9856,355609.3,315156.26,37967.95,407933.54
9857,453863.68,400543.33,56998.44,373463.32
9858,659293.59,427414.19,39054.91,650129.87
9859,394916.6,585777.67,33119.86,420493.63
9860,382813.3,384547.92,137241.84,485674.49
